-60.0, -60.0, 0.0, Left Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 21,
50.0, -40.0, 50.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, White Matter, *,
50.0, -30.0, -20.0, Right Cerebrum, Temporal Lobe, Fusiform Gyrus, Gray Matter, Brodmann area 20,
50.0, -30.0, -10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
50.0, -30.0, 0.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 21,
50.0, -30.0, 10.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 41,
50.0, -30.0, 20.0, Right Cerebrum, Sub-lobar, Insula, Gray Matter, Brodmann area 13,
50.0, -30.0, 30.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, Gray Matter, Brodmann area 40,
50.0, -30.0, 40.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, Gray Matter, Brodmann area 40,
50.0, -30.0, 50.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, Gray Matter, Brodmann area 40,
50.0, -20.0, -30.0, Right Cerebrum, Temporal Lobe, Inferior Temporal Gyrus, Gray Matter, Brodmann area 20,
50.0, -20.0, -20.0, Right Cerebrum, Temporal Lobe, Inferior Temporal Gyrus, White Matter, *,
50.0, -20.0, -10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
50.0, -20.0, 0.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
50.0, -20.0, 10.0, Right Cerebrum, Temporal Lobe, Transverse Temporal Gyrus, White Matter, *,
50.0, -20.0, 20.0, Right Cerebrum, Parietal Lobe, Sub-Gyral, White Matter, *,
50.0, -20.0, 30.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, White Matter, *,
50.0, -20.0, 40.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, White Matter, *,
50.0, -20.0, 50.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, White Matter, *,
50.0, -10.0, -30.0, Right Cerebrum, Temporal Lobe, Inferior Temporal Gyrus, Gray Matter, Brodmann area 20,
50.0, -10.0, -20.0, Right Cerebrum, Temporal Lobe, Inferior Temporal Gyrus, White Matter, *,
50.0, -10.0, -10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
50.0, -10.0, 0.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
50.0, -10.0, 10.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, Gray Matter, Brodmann area 13,
50.0, -10.0, 20.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, White Matter, *,
50.0, -10.0, 30.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, White Matter, *,
50.0, -10.0, 40.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, White Matter, *,
50.0, -10.0, 50.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, *, *,
50.0, 0.0, -30.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 21,
50.0, 0.0, -20.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
50.0, 0.0, -10.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
50.0, 0.0, 0.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 22,
50.0, 0.0, 10.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, White Matter, *,
50.0, 0.0, 20.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
50.0, 0.0, 30.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, Gray Matter, Brodmann area 6,
50.0, 0.0, 40.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, *, *,
50.0, 0.0, 50.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, Gray Matter, Brodmann area 6,
50.0, 10.0, -30.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, *, *,
50.0, 10.0, -20.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 38,
50.0, 10.0, -10.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
50.0, 10.0, 0.0, Right Cerebrum, Frontal-Temporal Space, *, *, *,
50.0, 10.0, 10.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, White Matter, *,
50.0, 10.0, 20.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
50.0, 10.0, 30.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, Brodmann area 9,
50.0, 10.0, 40.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 8,
50.0, 10.0, 50.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 6,
50.0, 20.0, -20.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 38,
50.0, 20.0, -10.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, Brodmann area 47,
50.0, 20.0, 0.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, *,
50.0, 20.0, 10.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, Brodmann area 45,
50.0, 20.0, 20.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
50.0, 20.0, 30.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
50.0, 20.0, 40.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 8,
50.0, 30.0, -10.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
50.0, 30.0, 0.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
50.0, 30.0, 10.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
50.0, 30.0, 20.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 46,
50.0, 30.0, 30.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
50.0, 40.0, -10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
50.0, 40.0, 0.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
50.0, 40.0, 10.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, Brodmann area 46,
50.0, 40.0, 20.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
50.0, 40.0, 30.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, *, *,
50.0, 50.0, -10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 47,
50.0, 50.0, 0.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, Brodmann area 10,
50.0, 50.0, 10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 10,
60.0, -70.0, 10.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, *, *,
60.0, -60.0, -10.0, Right Cerebrum, Temporal Lobe, Inferior Temporal Gyrus, Gray Matter, Brodmann area 37,
60.0, -60.0, 0.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 21,
60.0, -60.0, 10.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 39,
60.0, -60.0, 20.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 39,
60.0, -60.0, 30.0, Right Cerebrum, Parietal Lobe, Supramarginal Gyrus, Gray Matter, Brodmann area 40,
60.0, -50.0, -10.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 37,
60.0, -50.0, 0.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
60.0, -50.0, 10.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 22,
60.0, -50.0, 20.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
60.0, -50.0, 30.0, Right Cerebrum, Parietal Lobe, Supramarginal Gyrus, Gray Matter, Brodmann area 40,
60.0, -50.0, 40.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, Gray Matter, Brodmann area 40,
60.0, -40.0, -10.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
60.0, -40.0, 0.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 21,
60.0, -40.0, 10.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
60.0, -40.0, 20.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 22,
60.0, -40.0, 30.0, Right Cerebrum, Parietal Lobe, Supramarginal Gyrus, Gray Matter, Brodmann area 40,
60.0, -40.0, 40.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, *, *,
60.0, -30.0, -10.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
60.0, -30.0, 0.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, *,
60.0, -30.0, 10.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
60.0, -30.0, 20.0, Right Cerebrum, Parietal Lobe, Superior Temporal Gyrus, *, *,
60.0, -30.0, 30.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, White Matter, *,
60.0, -30.0, 40.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, *, *,
60.0, -20.0, -20.0, Right Cerebrum, Temporal Lobe, Inferior Temporal Gyrus, White Matter, *,
60.0, -20.0, -10.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
60.0, -20.0, 0.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, *,
60.0, -20.0, 10.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 42,
60.0, -20.0, 20.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, White Matter, *,
60.0, -20.0, 30.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, Gray Matter, Brodmann area 2,
60.0, -20.0, 40.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, *, *,
60.0, -10.0, -20.0, Right Cerebrum, Temporal Lobe, Inferior Temporal Gyrus, Gray Matter, Brodmann area 20,
60.0, -10.0, -10.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
60.0, -10.0, 0.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 22,
60.0, -10.0, 10.0, Right Cerebrum, Temporal Lobe, Transverse Temporal Gyrus, Gray Matter, Brodmann area 42,
60.0, -10.0, 20.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, White Matter, *,
60.0, -10.0, 30.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, Gray Matter, Brodmann area 4,
60.0, -10.0, 40.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, Gray Matter, Brodmann area 6,
60.0, 0.0, -20.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 21,
60.0, 0.0, -10.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
60.0, 0.0, 0.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
60.0, 0.0, 10.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, Gray Matter, Brodmann area 6,
60.0, 0.0, 20.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, White Matter, *,
60.0, 0.0, 30.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, White Matter, *,
60.0, 0.0, 40.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, *, *,
60.0, 10.0, -10.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 38,
60.0, 10.0, 0.0, Right Cerebrum, Temporal Lobe, *, *, *,
60.0, 10.0, 10.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, Gray Matter, Brodmann area 44,
60.0, 10.0, 20.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, Brodmann area 45,
60.0, 10.0, 30.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, Brodmann area 9,
60.0, 20.0, -10.0, Right Cerebrum, Frontal-Temporal Space, *, *, *,
60.0, 20.0, 0.0, Right Cerebrum, Frontal-Temporal Space, *, *, *,
60.0, 20.0, 10.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, Brodmann area 45,
60.0, 20.0, 20.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, Brodmann area 45,
60.0, 20.0, 30.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 9,
60.0, 30.0, 0.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, *, *,
60.0, 30.0, 10.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, *, *,
60.0, 30.0, 20.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, *, *,
